resolve_request,hardness,node_index,node_name,node_counter,node_identifier,blockchain_length,is_pool,number_of_nodes,won
177,3,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
178,3,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
178,3,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
178,3,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
179,3,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
179,3,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
179,3,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
180,3,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
180,3,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
180,3,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
181,3,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
181,3,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
181,3,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
182,3,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
182,3,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
182,3,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
183,3,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
183,3,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
183,3,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
184,3,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
184,3,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
184,3,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
185,3,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
185,3,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
185,3,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
186,3,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
186,3,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
186,3,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
187,3,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
187,3,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
187,3,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
188,3,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
188,3,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
188,3,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
189,3,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
189,3,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
189,3,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
190,3,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
190,3,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
190,3,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
191,3,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
191,3,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
191,3,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
192,3,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
192,3,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
192,3,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
193,3,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
193,3,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
193,3,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
194,3,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
194,3,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
194,3,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
195,3,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
195,3,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
195,3,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
196,3,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
196,3,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
196,3,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
197,3,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
197,3,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
197,3,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
198,3,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
198,3,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
198,3,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
199,3,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
199,3,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
199,3,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
200,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
200,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
200,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
201,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
201,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
201,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
202,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
202,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
202,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
203,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
203,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
203,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
204,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
204,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
204,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
205,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
205,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
205,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
206,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
206,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
206,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
207,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
207,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
207,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
208,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
208,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
208,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
209,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
209,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
209,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
210,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
210,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
210,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
211,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
211,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
211,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
212,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
212,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
212,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
213,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
213,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
213,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
214,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
214,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
214,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
215,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
215,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
215,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
216,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
216,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
216,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
217,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
217,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
217,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
218,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
218,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
218,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
219,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
219,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
219,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
220,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
220,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
220,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
221,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
221,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
221,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
222,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
222,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
222,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
223,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
223,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
223,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
224,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
224,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
224,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
225,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
225,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
225,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
226,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
226,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
226,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
227,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
227,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
227,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
228,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
228,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
228,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
229,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
229,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
229,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
230,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
230,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
230,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
231,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
231,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
231,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
232,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
232,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
232,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
233,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
233,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
233,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
234,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
234,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
234,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
235,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
235,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
235,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
236,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
236,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
236,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
237,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
237,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
237,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
238,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
238,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
238,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
239,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
239,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
239,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
240,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
240,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
240,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
241,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
241,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
241,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
242,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
242,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
242,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
243,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
243,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
243,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
244,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
244,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
244,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
245,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
245,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
245,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
246,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
246,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
246,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
247,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
247,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
247,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
248,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
248,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
248,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
249,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
249,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
249,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
250,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
250,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
250,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
251,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
251,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
251,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
252,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
252,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
252,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
253,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
253,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
253,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
254,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
254,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
254,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
255,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
255,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
255,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
256,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
256,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
256,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
257,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
257,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
257,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
258,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
258,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
258,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
259,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
259,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
259,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
260,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
260,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
260,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
261,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
261,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
261,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
262,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
262,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
262,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
263,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
263,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
263,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
264,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
264,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
264,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
265,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
265,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
265,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
266,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
266,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
266,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
267,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
267,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
267,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
268,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
268,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
268,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
269,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
269,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
269,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
270,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
270,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
270,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
271,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
271,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
271,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
272,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
272,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
272,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
273,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
273,2,1,"('Node-1',)",1,416da3ee0a5b4b778ceb70d03617ef5d,2,False,1,False
273,2,2,"('Node-2',)",2,2da82a79d8d54665963bc458730e7c6a,2,True,2,False
274,2,0,"('Node-0',)",0,0f1679f7884a45dcbcc2da3f5640a40f,2,False,1,True
