mine_request,mined,hardness,node_index,node_name,node_counter,node_identifier,blockchain_length,is_pool,number_of_nodes,mining_time
55,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,56,False,1,1.2735049724578857
55,True,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,56,True,2,1.9901890754699707
56,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,57,False,1,1.0353879928588867
56,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,57,False,1,0.2988448143005371
56,False,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,56,True,2,-
57,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,57,False,1,0.5161259174346924
57,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,57,False,1,1.531747817993164
57,True,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,57,True,2,0.8400049209594727
58,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,58,False,1,2.2607390880584717
58,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,58,False,1,2.8406713008880615
58,True,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,59,True,2,0.45342326164245605
59,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,59,False,1,2.0464301109313965
59,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,59,False,1,0.8642959594726562
59,True,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,60,True,2,1.755981683731079
60,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,60,False,1,1.3439857959747314
60,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,60,False,1,0.42308688163757324
60,True,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,61,True,2,0.9332761764526367
61,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,61,False,1,0.6661150455474854
61,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,61,False,1,0.597465991973877
61,True,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,62,True,2,1.309103012084961
62,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,62,False,1,2.305399179458618
62,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,62,False,1,2.4867231845855713
62,True,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,62,True,2,2.130586862564087
63,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,63,False,1,0.20846891403198242
63,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,63,False,1,1.2653307914733887
63,True,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,63,True,2,0.5010743141174316
64,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,64,False,1,1.4498801231384277
64,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,64,False,1,0.23830199241638184
64,True,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,64,True,2,1.2620327472686768
65,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,65,False,1,1.26600980758667
65,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,65,False,1,0.13322114944458008
65,True,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,65,True,2,1.0624151229858398
66,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,66,False,1,1.4363410472869873
66,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,66,False,1,1.143838882446289
66,True,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,66,True,2,0.9751770496368408
67,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,67,False,1,2.373455047607422
67,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,67,False,1,3.5580391883850098
67,True,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,67,True,2,1.9377501010894775
68,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,68,False,1,1.200598955154419
68,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,68,False,1,0.6847727298736572
68,True,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,68,True,2,1.9761888980865479
69,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,69,False,1,1.5661771297454834
69,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,69,False,1,2.9748380184173584
69,True,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,69,True,2,2.562272071838379
70,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,70,False,1,4.338771820068359
70,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,70,False,1,2.282140016555786
70,True,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,70,True,2,2.024930000305176
71,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,71,False,1,1.3853821754455566
71,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,71,False,1,1.2565710544586182
71,True,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,71,True,2,1.231550931930542
72,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,72,False,1,1.4206171035766602
72,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,72,False,1,1.8483140468597412
72,True,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,72,True,2,1.3643710613250732
73,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,73,False,1,0.44720983505249023
73,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,73,False,1,0.40285778045654297
73,False,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,72,True,2,-
74,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,74,False,1,1.2421891689300537
74,True,4,1,"('Node-1',)",1,e741b928c05e4d078d185073e8237c9a,74,False,1,0.8222730159759521
74,True,4,2,"('Node-2',)",2,84e0abf492fb4d1499a0fd60042338aa,73,True,2,1.5290417671203613
75,True,4,0,"('Node-0',)",0,62667dbf6e864f4a89c408b1c40e956b,75,False,1,0.43131494522094727
