mine_request,mined,hardness,node_index,node_name,node_counter,node_identifier,blockchain_length,is_pool,number_of_nodes,mining_time
41,False,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,2,True,2,-
42,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
42,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,35.52698802947998
42,False,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,3,True,2,-
43,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
43,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,36.27691912651062
43,False,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,3,True,2,-
44,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
44,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,37.406068086624146
44,True,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,3,True,2,36.77092003822327
45,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
45,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,38.35383987426758
45,True,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,3,True,2,37.51366090774536
46,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
46,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,40.226032972335815
46,True,4,2,"('Node-2',)",2,f31f56e0baca4ba69144b210563d9df6,3,True,2,39.65666604042053
47,False,4,0,"('Node-0',)",0,8ccdded6e9634c3c9c63e83d16c4b13a,2,False,1,-
47,True,4,1,"('Node-1',)",1,8a872d6989fe48a3ae95b3c838a343c3,3,False,1,40.23567795753479
